KEY1;PAT_Seq_ID;Country;CROP_SEASON;SEASON_NO;OLD_PAT_ID;TRIAL_NAME;TRIAL_TYPE;TRIAL_INSTANCE;NOTES_4_EXCLUDE;Trial_Operator;Org_Partner;Org_Partner_Type;Org_Partner_Country;Org_Partner_Status;LOCATION_NAME;MACRO_REGION;LOCATION_ID;SITE_NAME;Org_Abbrev_3_letters;REP_NO;BLOCK_NO;PLOT_NO;ENTRY_NO;Crop_Variety;Commercial1_Commercial2;Control;PAT_GID;PL_EMERG_COUNT;PL_EMERG_PCT;FLW_DATE;FLW_DAYS;FLW_CL;Leaf_shape_R1;PUB_CL;MAT_DATE;MAT_DAYS;PL_Lodging;Podding_MAT;Pod_Shattering;R8_PL_Height;NET_PLOT_AREA;NET_PLOT_YLD;WGT_100_SEEDS;MOIST_PCT;GRAIN_YLD_13PCT;AGRONOMICS;R6_BB_Sev;R6_BP_Sev;R6_BS_Sev;R6_BTS_Sev;R6_CLB_Sev;R6_DM_Sev;R6_MLS_Sev;R6_FELS_Sev;R6_RLB_Sev;R6_RUST_Sev;R6_RUST_RRT;R6_Others_Sev;PROTEIN;OIL;Hilum;PLANT_DATE;HARV_DATE;SITE_LAT;SITE_LONG;SITE_ALT;IRRIGATION;TRIAL_STATUS;Org_Source;Org_Source_Type;Org_Source_Country;Org_Acronym
S18_2_ZW_SCL7Goromonzi_SCL28S1140/5/41;-1587498506;Zimbabwe;2018;2;PAT-046;S18_2_ZW_SCL7;On Station;;;Hapson Mushoriwa;Seed Co Limited - Zimbabwe;Private;Zimbabwe;Active;Goromonzi_SCL;ME1;;Rattray Arnold Research Station (RARS);SCL;1;4;16;28;S1140/5/4;;No;91;0;0;;25;;;;;98;0;0;0;110;0;1670;19;9;3497,4;YES;2;0;0;0;0;0;0;1;1;1;0;0;40,52;20,88;;11/28/2018;05/08/2019;-17,650,119;31,235,619;1341;Rainfed;READY_FOR_ANALYSIS;SeedCo;Private;Zimbabwe;SeedCo (Zimbabwe)
S18_2_ZW_SCL7Goromonzi_SCL8Panorama 29 I1;-199972923;Zimbabwe;2018;2;PAT-046;S18_2_ZW_SCL7;On Station;;;Hapson Mushoriwa;Seed Co Limited - Zimbabwe;Private;Zimbabwe;Active;Goromonzi_SCL;ME1;;Rattray Arnold Research Station (RARS);SCL;1;4;17;8;Panorama 29 I;;No;119;0;0;;35;;;;;126;0;0;0;160;0;1210;14;11;2475,63;YES;1;0;0;0;0;0;0;1;2;1;0;0;39,51;22,68;;11/28/2018;05/08/2019;-17,650,119;31,235,619;1341;Rainfed;READY_FOR_ANALYSIS;Semillas Panorama SAS;Private;Colombia;S. Panorama (Colombia)
S18_2_ZW_SCL7Goromonzi_SCL18TGx 2014-16FM1;-1541089312;Zimbabwe;2018;2;PAT-046;S18_2_ZW_SCL7;On Station;;;Hapson Mushoriwa;Seed Co Limited - Zimbabwe;Private;Zimbabwe;Active;Goromonzi_SCL;ME1;;Rattray Arnold Research Station (RARS);SCL;1;4;18;18;TGx 2014-16FM;;No;131;0;0;;11;;;;;88;0;0;0;95;0;930;15;8;1964,76;YES;1;0;0;0;0;0;0;1;2;1;0;0;43,77;19,75;;11/28/2018;05/08/2019;-17,650,119;31,235,619;1341;Rainfed;READY_FOR_ANALYSIS;International Institute of Tropical Agriculture (IITA);Public;Zambia;IITA (Zambia)
S18_2_ZW_SCL7Goromonzi_SCL25S1146/5/251;-1945340883;Zimbabwe;2018;2;PAT-046;S18_2_ZW_SCL7;On Station;;;Hapson Mushoriwa;Seed Co Limited - Zimbabwe;Private;Zimbabwe;Active;Goromonzi_SCL;ME1;;Rattray Arnold Research Station (RARS);SCL;1;4;19;25;S1146/5/25;;No;123;0;0;;30;;;;;102;0;0;0;120;0;1320;20;9;2761,38;YES;2;0;0;0;0;0;0;1;1;1;0;0;43,89;19,28;;11/28/2018;05/08/2019;-17,650,119;31,235,619;1341;Rainfed;READY_FOR_ANALYSIS;SeedCo;Private;Zimbabwe;SeedCo (Zimbabwe)
S18_2_ZW_SCL7Goromonzi_SCL16TGx 2002-35FM1;-227283711;Zimbabwe;2018;2;PAT-046;S18_2_ZW_SCL7;On Station;;;Hapson Mushoriwa;Seed Co Limited - Zimbabwe;Private;Zimbabwe;Active;Goromonzi_SCL;ME1;;Rattray Arnold Research Station (RARS);SCL;1;4;20;16;TGx 2002-35FM;;No;129;0;0;;18;;;;;74;0;0;0;85;0;980;14;10;2018,57;YES;2;0;0;0;0;0;0;1;2;1;0;0;42,62;19,5;;11/28/2018;05/08/2019;-17,650,119;31,235,619;1341;Rainfed;READY_FOR_ANALYSIS;International Institute of Tropical Agriculture (IITA);Public;Zambia;IITA (Zambia)
S18_2_ZW_SCL7Goromonzi_SCL5TGx 1987-62F1;-128684192;Zimbabwe;2018;2;PAT-046;S18_2_ZW_SCL7;On Station;;;Hapson Mushoriwa;Seed Co Limited - Zimbabwe;Private;Zimbabwe;Active;Goromonzi_SCL;ME1;;Rattray Arnold Research Station (RARS);SCL;1;5;21;5;TGx 1987-62F;;No;21;0;0;;18;;;;;63;0;0;0;85;0;1210;14;10;2503,45;YES;2;0;0;0;0;0;0;1;2;1;0;0;42,67;19,15;;11/28/2018;05/08/2019;-17,650,119;31,235,619;1341;Rainfed;READY_FOR_ANALYSIS;International Institute of Tropical Agriculture (IITA);Public;Nigeria;IITA (Nigeria)
S18_2_ZW_SCL7Goromonzi_SCL17TGx 2002-9FM1;-1974110318;Zimbabwe;2018;2;PAT-046;S18_2_ZW_SCL7;On Station;;;Hapson Mushoriwa;Seed Co Limited - Zimbabwe;Private;Zimbabwe;Active;Goromonzi_SCL;ME1;;Rattray Arnold Research Station (RARS);SCL;1;5;22;17;TGx 2002-9FM;;No;130;0;0;;21;;;;;84;0;0;0;95;0;1060;18;10;2197,98;YES;2;0;0;0;0;0;0;1;1;1;0;0;42,08;20,62;;11/28/2018;05/08/2019;-17,650,119;31,235,619;1341;Rainfed;READY_FOR_ANALYSIS;International Institute of Tropical Agriculture (IITA);Public;Zambia;IITA (Zambia)
S18_2_ZW_SCL7Goromonzi_SCL12S1150/5/221;-1946428985;Zimbabwe;2018;2;PAT-046;S18_2_ZW_SCL7;On Station;;;Hapson Mushoriwa;Seed Co Limited - Zimbabwe;Private;Zimbabwe;Active;Goromonzi_SCL;ME1;;Rattray Arnold Research Station (RARS);SCL;1;5;23;12;S1150/5/22;;No;92;0;0;;25;;;;;88;0;0;0;90;0;630;16;10;1310,69;YES;1;0;0;0;0;0;0;1;2;1;0;0;41,24;22,26;;11/28/2018;05/08/2019;-17,650,119;31,235,619;1341;Rainfed;READY_FOR_ANALYSIS;SeedCo;Private;Zimbabwe;SeedCo (Zimbabwe)
S18_2_ZW_SCL7Goromonzi_SCL6Lukanga1;1513608374;Zimbabwe;2018;2;PAT-046;S18_2_ZW_SCL7;On Station;;;Hapson Mushoriwa;Seed Co Limited - Zimbabwe;Private;Zimbabwe;Active;Goromonzi_SCL;ME1;;Rattray Arnold Research Station (RARS);SCL;1;5;24;6;Lukanga;;No;57;0;0;;18;;;;;88;0;0;0;90;0;1100;13;10;2270,8;YES;1;0;0;0;0;0;0;1;2;1;0;0;38,29;22,18;;11/28/2018;05/08/2019;-17,650,119;31,235,619;1341;Rainfed;READY_FOR_ANALYSIS;ZamSeed;Private;Zambia;ZamSeed (Zambia)
S18_2_ZW_SCL7Goromonzi_SCL27SCS-11;911357628;Zimbabwe;2018;2;PAT-046;S18_2_ZW_SCL7;On Station;;;Hapson Mushoriwa;Seed Co Limited - Zimbabwe;Private;Zimbabwe;Active;Goromonzi_SCL;ME1;;Rattray Arnold Research Station (RARS);SCL;1;5;25;27;SCS-1;;No;13;0;0;;21;;;;;80;0;0;0;100;0;1420;16;10;2941,2;YES;1;0;0;0;0;0;0;1;1;1;0;0;42,73;20,98;;11/28/2018;05/08/2019;-17,650,119;31,235,619;1341;Rainfed;READY_FOR_ANALYSIS;Ethiopian Institute of Agricultural Research (EIAR);Public;Ethiopia;EIAR (Ethiopia)
S18_2_ZW_SCL7Goromonzi_SCL14SC SAGA1;483227984;Zimbabwe;2018;2;PAT-046;S18_2_ZW_SCL7;On Station;;;Hapson Mushoriwa;Seed Co Limited - Zimbabwe;Private;Zimbabwe;Active;Goromonzi_SCL;ME1;;Rattray Arnold Research Station (RARS);SCL;1;6;26;14;SC SAGA;;Yes;12;0;0;;18;;;;;80;0;0;0;105;0;1490;19;10;3079,33;YES;3;0;0;0;0;0;0;1;2;1;0;0;42,11;20,73;;11/28/2018;05/08/2019;-17,650,119;31,235,619;1341;Rainfed;READY_FOR_ANALYSIS;SeedCo;Private;Zimbabwe;SeedCo (Zimbabwe)
S18_2_ZW_SCL7Goromonzi_SCL7Kaleya1;468858553;Zimbabwe;2018;2;PAT-046;S18_2_ZW_SCL7;On Station;;;Hapson Mushoriwa;Seed Co Limited - Zimbabwe;Private;Zimbabwe;Active;Goromonzi_SCL;ME1;;Rattray Arnold Research Station (RARS);SCL;1;6;27;7;Kaleya;;No;56;0;0;;35;;;;;102;0;0;0;100;0;1540;14;12;3122,48;YES;1;0;0;0;0;0;0;1;2;1;0;0;43,61;20,51;;11/28/2018;05/08/2019;-17,650,119;31,235,619;1341;Rainfed;READY_FOR_ANALYSIS;ZamSeed;Private;Zambia;ZamSeed (Zambia)
S18_2_ZW_SCL7Goromonzi_SCL26SSS5001;1953840403;Zimbabwe;2018;2;PAT-046;S18_2_ZW_SCL7;On Station;;;Hapson Mushoriwa;Seed Co Limited - Zimbabwe;Private;Zimbabwe;Active;Goromonzi_SCL;ME1;;Rattray Arnold Research Station (RARS);SCL;1;6;28;26;SSS500;;No;127;0;0;;15;;;;;70;0;0;0;75;0;1590;15;11;3271,38;YES;3;0;0;0;0;0;0;1;3;1;0;0;44,75;21,45;;11/28/2018;05/08/2019;-17,650,119;31,235,619;1341;Rainfed;READY_FOR_ANALYSIS;Sensako;Private;South Africa;Sensako (South Africa)
S18_2_ZW_SCL7Goromonzi_SCL29CLARK-63K1;1065484237;Zimbabwe;2018;2;PAT-046;S18_2_ZW_SCL7;On Station;;;Hapson Mushoriwa;Seed Co Limited - Zimbabwe;Private;Zimbabwe;Active;Goromonzi_SCL;ME1;;Rattray Arnold Research Station (RARS);SCL;1;6;29;29;CLARK-63K;;No;9;0;0;;30;;;;;95;0;0;0;75;0;1450;14;9;3046,67;YES;2;0;0;0;0;0;0;1;3;1;0;0;45,18;19,43;;11/28/2018;05/08/2019;-17,650,119;31,235,619;1341;Rainfed;READY_FOR_ANALYSIS;Ethiopian Institute of Agricultural Research (EIAR);Public;Ethiopia;EIAR (Ethiopia)
S18_2_ZW_SCL7Goromonzi_SCL10Panorama 31;666348368;Zimbabwe;2018;2;PAT-046;S18_2_ZW_SCL7;On Station;;;Hapson Mushoriwa;Seed Co Limited - Zimbabwe;Private;Zimbabwe;Active;Goromonzi_SCL;ME1;;Rattray Arnold Research Station (RARS);SCL;1;6;30;10;Panorama 3;;No;120;0;0;;35;;;;;126;0;0;0;155;0;790;13;10;1639,93;YES;2;0;0;0;0;0;0;1;2;1;0;0;40,87;20,62;;11/28/2018;05/08/2019;-17,650,119;31,235,619;1341;Rainfed;READY_FOR_ANALYSIS;Semillas Panorama SAS;Private;Colombia;S. Panorama (Colombia)
S18_2_ZW_SCL7Goromonzi_SCL29CLARK-63K2;-1653862279;Zimbabwe;2018;2;PAT-046;S18_2_ZW_SCL7;On Station;;;Hapson Mushoriwa;Seed Co Limited - Zimbabwe;Private;Zimbabwe;Active;Goromonzi_SCL;ME1;;Rattray Arnold Research Station (RARS);SCL;2;7;31;29;CLARK-63K;;No;9;0;0;;30;;;;;95;0;0;0;95;0;1380;13;9;2899,59;YES;2;0;0;0;0;0;0;1;2;1;0;0;45,66;18,67;;11/28/2018;05/08/2019;-17,650,119;31,235,619;1341;Rainfed;READY_FOR_ANALYSIS;Ethiopian Institute of Agricultural Research (EIAR);Public;Ethiopia;EIAR (Ethiopia)
S18_2_ZW_SCL7Goromonzi_SCL11SC SPIKE2;1500631129;Zimbabwe;2018;2;PAT-046;S18_2_ZW_SCL7;On Station;;;Hapson Mushoriwa;Seed Co Limited - Zimbabwe;Private;Zimbabwe;Active;Goromonzi_SCL;ME1;;Rattray Arnold Research Station (RARS);SCL;2;7;32;11;SC SPIKE;;Yes;104;0;0;;21;;;;;91;0;0;0;150;0;1380;17;9;2902,76;YES;1;0;0;0;0;0;0;1;1;1;0;0;42,12;20,17;;11/28/2018;05/08/2019;-17,650,119;31,235,619;1341;Rainfed;READY_FOR_ANALYSIS;SeedCo;Private;Zimbabwe;SeedCo (Zimbabwe)
S18_2_ZW_SCL7Goromonzi_SCL9Panorama 3582;-1440651834;Zimbabwe;2018;2;PAT-046;S18_2_ZW_SCL7;On Station;;;Hapson Mushoriwa;Seed Co Limited - Zimbabwe;Private;Zimbabwe;Active;Goromonzi_SCL;ME1;;Rattray Arnold Research Station (RARS);SCL;2;7;33;9;Panorama 358;;No;121;0;0;;37;;;;;130;0;0;0;160;0;800;14;10;1649,66;YES;2;0;0;0;0;0;0;1;2;1;0;0;40,24;20,61;;11/28/2018;05/08/2019;-17,650,119;31,235,619;1341;Rainfed;READY_FOR_ANALYSIS;Semillas Panorama SAS;Private;Colombia;S. Panorama (Colombia)
S18_2_ZW_SCL7Goromonzi_SCL30SC SENTINEL2;-1179533508;Zimbabwe;2018;2;PAT-046;S18_2_ZW_SCL7;On Station;;;Hapson Mushoriwa;Seed Co Limited - Zimbabwe;Private;Zimbabwe;Active;Goromonzi_SCL;ME1;;Rattray Arnold Research Station (RARS);SCL;2;7;34;30;SC SENTINEL;;Yes;102;0;0;;23;;;;;84;0;0;0;115;0;1380;20;9;2877,38;YES;3;0;0;0;0;0;0;1;2;1;0;0;43,04;21,49;;11/28/2018;05/08/2019;-17,650,119;31,235,619;1341;Rainfed;READY_FOR_ANALYSIS;SeedCo;Private;Zimbabwe;SeedCo (Zimbabwe)
S18_2_ZW_SCL7Goromonzi_SCL17TGx 2002-9FM2;-858636609;Zimbabwe;2018;2;PAT-046;S18_2_ZW_SCL7;On Station;;;Hapson Mushoriwa;Seed Co Limited - Zimbabwe;Private;Zimbabwe;Active;Goromonzi_SCL;ME1;;Rattray Arnold Research Station (RARS);SCL;2;7;35;17;TGx 2002-9FM;;No;130;0;0;;21;;;;;84;0;0;0;90;0;1190;20;11;2442,92;YES;2;0;0;0;0;0;0;1;3;1;0;0;42,85;20,99;;11/28/2018;05/08/2019;-17,650,119;31,235,619;1341;Rainfed;READY_FOR_ANALYSIS;International Institute of Tropical Agriculture (IITA);Public;Zambia;IITA (Zambia)
S18_2_ZW_SCL7Goromonzi_SCL7Kaleya2;-1042439146;Zimbabwe;2018;2;PAT-046;S18_2_ZW_SCL7;On Station;;;Hapson Mushoriwa;Seed Co Limited - Zimbabwe;Private;Zimbabwe;Active;Goromonzi_SCL;ME1;;Rattray Arnold Research Station (RARS);SCL;2;8;36;7;Kaleya;;No;56;0;0;;32;;;;;98;0;0;0;105;0;1670;13;12;3389,91;YES;2;0;0;0;0;0;0;1;1;1;0;0;41,85;22,77;;11/28/2018;05/08/2019;-17,650,119;31,235,619;1341;Rainfed;READY_FOR_ANALYSIS;ZamSeed;Private;Zambia;ZamSeed (Zambia)
S18_2_ZW_SCL7Goromonzi_SCL28S1140/5/42;1149466418;Zimbabwe;2018;2;PAT-046;S18_2_ZW_SCL7;On Station;;;Hapson Mushoriwa;Seed Co Limited - Zimbabwe;Private;Zimbabwe;Active;Goromonzi_SCL;ME1;;Rattray Arnold Research Station (RARS);SCL;2;8;37;28;S1140/5/4;;No;91;0;0;;25;;;;;102;0;0;0;130;0;1780;20;9;3735,95;YES;1;0;0;0;0;0;0;1;1;1;0;0;37,99;22,29;;11/28/2018;05/08/2019;-17,650,119;31,235,619;1341;Rainfed;READY_FOR_ANALYSIS;SeedCo;Private;Zimbabwe;SeedCo (Zimbabwe)
S18_2_ZW_SCL7Goromonzi_SCL12S1150/5/222;1242786525;Zimbabwe;2018;2;PAT-046;S18_2_ZW_SCL7;On Station;;;Hapson Mushoriwa;Seed Co Limited - Zimbabwe;Private;Zimbabwe;Active;Goromonzi_SCL;ME1;;Rattray Arnold Research Station (RARS);SCL;2;8;38;12;S1150/5/22;;No;92;0;0;;25;;;;;91;0;0;0;100;0;890;14;9;1853,66;YES;2;0;0;0;0;0;0;1;1;1;0;0;42,98;21,12;;11/28/2018;05/08/2019;-17,650,119;31,235,619;1341;Rainfed;READY_FOR_ANALYSIS;SeedCo;Private;Zimbabwe;SeedCo (Zimbabwe)
S18_2_ZW_SCL7Goromonzi_SCL22S1079/6/72;588874642;Zimbabwe;2018;2;PAT-046;S18_2_ZW_SCL7;On Station;;;Hapson Mushoriwa;Seed Co Limited - Zimbabwe;Private;Zimbabwe;Active;Goromonzi_SCL;ME1;;Rattray Arnold Research Station (RARS);SCL;2;8;39;22;S1079/6/7;;No;67;0;0;;25;;;;;91;0;0;0;110;0;1800;22;8;3790,34;YES;2;0;0;0;0;0;0;1;2;1;0;0;42,1;21,11;;11/28/2018;05/08/2019;-17,650,119;31,235,619;1341;Rainfed;READY_FOR_ANALYSIS;SeedCo;Private;Zimbabwe;SeedCo (Zimbabwe)
S18_2_ZW_SCL7Goromonzi_SCL24S1187/5/372;208770958;Zimbabwe;2018;2;PAT-046;S18_2_ZW_SCL7;On Station;;;Hapson Mushoriwa;Seed Co Limited - Zimbabwe;Private;Zimbabwe;Active;Goromonzi_SCL;ME1;;Rattray Arnold Research Station (RARS);SCL;2;8;40;24;S1187/5/37;;No;125;0;0;;21;;;;;84;0;0;0;90;0;1470;17;11;3021,1;YES;2;0;0;0;0;0;0;1;2;1;0;0;42,4;19,89;;11/28/2018;05/08/2019;-17,650,119;31,235,619;1341;Rainfed;READY_FOR_ANALYSIS;SeedCo;Private;Zimbabwe;SeedCo (Zimbabwe)
S18_2_ZW_SCL7Goromonzi_SCL8Panorama 29 I2;-737997021;Zimbabwe;2018;2;PAT-046;S18_2_ZW_SCL7;On Station;;;Hapson Mushoriwa;Seed Co Limited - Zimbabwe;Private;Zimbabwe;Active;Goromonzi_SCL;ME1;;Rattray Arnold Research Station (RARS);SCL;2;9;41;8;Panorama 29 I;;No;119;0;0;;35;;;;;126;0;0;0;160;0;1150;14;11;2363,45;YES;2;0;0;0;0;0;0;1;0;1;0;0;40,22;21,2;;11/28/2018;05/08/2019;-17,650,119;31,235,619;1341;Rainfed;READY_FOR_ANALYSIS;Semillas Panorama SAS;Private;Colombia;S. Panorama (Colombia)
S18_2_ZW_SCL7Goromonzi_SCL6Lukanga2;454496881;Zimbabwe;2018;2;PAT-046;S18_2_ZW_SCL7;On Station;;;Hapson Mushoriwa;Seed Co Limited - Zimbabwe;Private;Zimbabwe;Active;Goromonzi_SCL;ME1;;Rattray Arnold Research Station (RARS);SCL;2;9;42;6;Lukanga;;No;57;0;0;;21;;;;;88;0;0;0;90;0;1630;15;9;3421,13;YES;1;0;0;0;0;0;0;1;2;1;0;0;38,47;21,3;;11/28/2018;05/08/2019;-17,650,119;31,235,619;1341;Rainfed;READY_FOR_ANALYSIS;ZamSeed;Private;Zambia;ZamSeed (Zambia)
S18_2_ZW_SCL7Goromonzi_SCL23S1180/5/542;-346764138;Zimbabwe;2018;2;PAT-046;S18_2_ZW_SCL7;On Station;;;Hapson Mushoriwa;Seed Co Limited - Zimbabwe;Private;Zimbabwe;Active;Goromonzi_SCL;ME1;;Rattray Arnold Research Station (RARS);SCL;2;9;43;23;S1180/5/54;;No;124;0;0;;25;;;;;95;0;0;0;100;0;1730;15;8;3670,78;YES;2;0;0;0;0;0;0;1;2;1;0;0;43,12;19,58;;11/28/2018;05/08/2019;-17,650,119;31,235,619;1341;Rainfed;READY_FOR_ANALYSIS;SeedCo;Private;Zimbabwe;SeedCo (Zimbabwe)
S18_2_ZW_SCL7Goromonzi_SCL19TGx 2014-21FM2;-863288519;Zimbabwe;2018;2;PAT-046;S18_2_ZW_SCL7;On Station;;;Hapson Mushoriwa;Seed Co Limited - Zimbabwe;Private;Zimbabwe;Active;Goromonzi_SCL;ME1;;Rattray Arnold Research Station (RARS);SCL;2;9;44;19;TGx 2014-21FM;;No;132;0;0;;21;;;;;91;0;0;0;115;0;1480;17;8;3116,51;YES;1;0;0;0;0;0;0;1;1;1;0;0;40,18;21,27;;11/28/2018;05/08/2019;-17,650,119;31,235,619;1341;Rainfed;READY_FOR_ANALYSIS;International Institute of Tropical Agriculture (IITA);Public;Zambia;IITA (Zambia)
S18_2_ZW_SCL7Goromonzi_SCL10Panorama 32;-1367990436;Zimbabwe;2018;2;PAT-046;S18_2_ZW_SCL7;On Station;;;Hapson Mushoriwa;Seed Co Limited - Zimbabwe;Private;Zimbabwe;Active;Goromonzi_SCL;ME1;;Rattray Arnold Research Station (RARS);SCL;2;9;45;10;Panorama 3;;No;120;0;0;;35;;;;;130;0;0;0;170;0;860;15;10;1789,2;YES;2;0;0;0;0;0;0;1;0;1;0;0;39,81;21,37;;11/28/2018;05/08/2019;-17,650,119;31,235,619;1341;Rainfed;READY_FOR_ANALYSIS;Semillas Panorama SAS;Private;Colombia;S. Panorama (Colombia)
S18_2_ZW_SCL7Goromonzi_SCL3TIKOLORE2;-737569873;Zimbabwe;2018;2;PAT-046;S18_2_ZW_SCL7;On Station;;;Hapson Mushoriwa;Seed Co Limited - Zimbabwe;Private;Zimbabwe;Active;Goromonzi_SCL;ME1;;Rattray Arnold Research Station (RARS);SCL;2;10;46;3;TIKOLORE;;No;86;0;0;;18;;;;;63;0;0;0;90;0;1130;13;9;2353,52;YES;2;0;0;0;0;0;0;1;2;1;0;0;41,16;20,07;;11/28/2018;05/08/2019;-17,650,119;31,235,619;1341;Rainfed;READY_FOR_ANALYSIS;Department of Agricultural Research Services (DARS);Public;Malawi;DARS (Malawi)
S18_2_ZW_SCL7Goromonzi_SCL13SC SIGNAL2;1347397877;Zimbabwe;2018;2;PAT-046;S18_2_ZW_SCL7;On Station;;;Hapson Mushoriwa;Seed Co Limited - Zimbabwe;Private;Zimbabwe;Active;Goromonzi_SCL;ME1;;Rattray Arnold Research Station (RARS);SCL;2;10;47;13;SC SIGNAL;;Yes;103;0;0;;25;;;;;98;0;0;0;125;0;2060;17;8;4361,52;YES;1;0;0;0;0;0;0;1;1;1;0;0;41,95;20,06;;11/28/2018;05/08/2019;-17,650,119;31,235,619;1341;Rainfed;READY_FOR_ANALYSIS;SeedCo;Private;Zimbabwe;SeedCo (Zimbabwe)
S18_2_ZW_SCL7Goromonzi_SCL16TGx 2002-35FM2;-1462150120;Zimbabwe;2018;2;PAT-046;S18_2_ZW_SCL7;On Station;;;Hapson Mushoriwa;Seed Co Limited - Zimbabwe;Private;Zimbabwe;Active;Goromonzi_SCL;ME1;;Rattray Arnold Research Station (RARS);SCL;2;10;48;16;TGx 2002-35FM;;No;129;0;0;;15;;;;;74;0;0;0;85;0;1730;13;11;3555,45;YES;2;0;0;0;0;0;0;1;2;1;0;0;43,14;19,34;;11/28/2018;05/08/2019;-17,650,119;31,235,619;1341;Rainfed;READY_FOR_ANALYSIS;International Institute of Tropical Agriculture (IITA);Public;Zambia;IITA (Zambia)
S18_2_ZW_SCL7Goromonzi_SCL27SCS-12;-93996534;Zimbabwe;2018;2;PAT-046;S18_2_ZW_SCL7;On Station;;;Hapson Mushoriwa;Seed Co Limited - Zimbabwe;Private;Zimbabwe;Active;Goromonzi_SCL;ME1;;Rattray Arnold Research Station (RARS);SCL;2;10;49;27;SCS-1;;No;13;0;0;;21;;;;;80;0;0;0;95;0;1400;15;11;2874,02;YES;2;0;0;0;0;0;0;1;1;1;0;0;41,84;21,42;;11/28/2018;05/08/2019;-17,650,119;31,235,619;1341;Rainfed;READY_FOR_ANALYSIS;Ethiopian Institute of Agricultural Research (EIAR);Public;Ethiopia;EIAR (Ethiopia)
S18_2_ZW_SCL7Goromonzi_SCL1Makwacha2;-391451741;Zimbabwe;2018;2;PAT-046;S18_2_ZW_SCL7;On Station;;;Hapson Mushoriwa;Seed Co Limited - Zimbabwe;Private;Zimbabwe;Active;Goromonzi_SCL;ME1;;Rattray Arnold Research Station (RARS);SCL;2;10;50;1;Makwacha;;No;63;0;0;;21;;;;;95;0;0;0;100;0;1210;15;8;2547,95;YES;2;0;0;0;0;0;0;1;2;1;0;0;42,62;19,48;;11/28/2018;05/08/2019;-17,650,119;31,235,619;1341;Rainfed;READY_FOR_ANALYSIS;Department of Agricultural Research Services (DARS);Public;Malawi;DARS (Malawi)
S18_2_ZW_SCL7Goromonzi_SCL4TGx 1991-22F2;-707224988;Zimbabwe;2018;2;PAT-046;S18_2_ZW_SCL7;On Station;;;Hapson Mushoriwa;Seed Co Limited - Zimbabwe;Private;Zimbabwe;Active;Goromonzi_SCL;ME1;;Rattray Arnold Research Station (RARS);SCL;2;11;51;4;TGx 1991-22F;;No;75;0;0;;15;;;;;63;0;0;0;90;0;1410;14;10;2930,21;YES;3;0;0;0;0;0;0;1;3;1;0;0;42,17;19,32;;11/28/2018;05/08/2019;-17,650,119;31,235,619;1341;Rainfed;READY_FOR_ANALYSIS;International Institute of Tropical Agriculture (IITA);Public;Zambia;IITA (Zambia)
S18_2_ZW_SCL7Goromonzi_SCL26SSS5002;-283907004;Zimbabwe;2018;2;PAT-046;S18_2_ZW_SCL7;On Station;;;Hapson Mushoriwa;Seed Co Limited - Zimbabwe;Private;Zimbabwe;Active;Goromonzi_SCL;ME1;;Rattray Arnold Research Station (RARS);SCL;2;11;52;26;SSS500;;No;127;0;0;;15;;;;;70;0;0;0;60;0;1240;14;11;2551,26;YES;3;0;0;0;0;0;0;1;3;1;0;0;43,13;21,75;;11/28/2018;05/08/2019;-17,650,119;31,235,619;1341;Rainfed;READY_FOR_ANALYSIS;Sensako;Private;South Africa;Sensako (South Africa)
S18_2_ZW_SCL7Goromonzi_SCL18TGx 2014-16FM2;-579379448;Zimbabwe;2018;2;PAT-046;S18_2_ZW_SCL7;On Station;;;Hapson Mushoriwa;Seed Co Limited - Zimbabwe;Private;Zimbabwe;Active;Goromonzi_SCL;ME1;;Rattray Arnold Research Station (RARS);SCL;2;11;53;18;TGx 2014-16FM;;No;131;0;0;;11;;;;;84;0;0;0;90;0;1260;15;10;2604;YES;2;0;0;0;0;0;0;1;2;1;0;0;42,59;20,98;;11/28/2018;05/08/2019;-17,650,119;31,235,619;1341;Rainfed;READY_FOR_ANALYSIS;International Institute of Tropical Agriculture (IITA);Public;Zambia;IITA (Zambia)
S18_2_ZW_SCL7Goromonzi_SCL20TGx 2014-5GM2;1198029601;Zimbabwe;2018;2;PAT-046;S18_2_ZW_SCL7;On Station;;;Hapson Mushoriwa;Seed Co Limited - Zimbabwe;Private;Zimbabwe;Active;Goromonzi_SCL;ME1;;Rattray Arnold Research Station (RARS);SCL;2;11;54;20;TGx 2014-5GM;;No;85;0;0;;18;;;;;80;0;0;0;70;0;1400;17;9;2928,74;YES;2;0;0;0;0;0;0;1;2;1;0;0;44,44;18,89;;11/28/2018;05/08/2019;-17,650,119;31,235,619;1341;Rainfed;READY_FOR_ANALYSIS;International Institute of Tropical Agriculture (IITA);Public;Zambia;IITA (Zambia)
